id,name,nicknames,games,points_avg,total_rebounds,assists,fg_percent,field_goals,per,win_shares
4529,Duane Ferrell,,583,6.4,1.9,0.9,48.0,28.8,12.9,15.7
4530,Kevin Duane Ferrell Jr.,,259,7.7,2.1,2.3,42.0,36.5,12.2,7.7
4531,Chariton Arnold Ferrin Jr.,,178,5.8,4.0,1.6,33.2,68.6,-,7.6
4532,Robert Dean Ferry,,634,9.1,5.3,1.4,43.3,66.4,13.8,20.2
4533,Daniel John Willard Ferry,,917,7.0,2.8,1.3,44.6,39.3,11.8,34.8
4534,Kyrylo Fesenko,,135,2.3,2.0,0.3,49.6,0.0,8.5,0.9
4535,Robert L. Fields,,22,2.5,1.4,0.9,45.8,28.6,9.2,0.2
4536,Kenneth Henry Fields,,184,6.2,2.5,1.0,47.4,18.8,11.7,4.2
4537,Landry Fields,,255,6.8,4.3,1.6,47.3,33.2,12.1,10.5
4538,Ronald Stanley Filipek,,19,2.3,1.3,0.4,38.3,50.0,13.5,0.0
4539,Gregory Paul Fillmore,,49,2.4,2.2,0.4,40.3,46.7,8.1,0.3
4540,Larry O. Finch,,128,8.6,1.7,2.4,43.1,34.2,9.7,1.7
4541,Henry J. Finkel,,551,5.1,3.9,0.8,44.9,66.2,12.6,13.5
4542,Michael Howard Finley,"
(Fin Dawg)
",1103,15.7,4.4,2.9,44.4,37.5,16.0,85.2
4543,Daniel Lawrence Finn Jr.,,142,7.3,3.9,4.0,32.7,59.9,13.0,1.0
4544,Dorian Lawrence Finney-Smith,"
(Doe-Doe)
",460,8.2,4.6,1.4,43.7,35.7,10.9,22.8
4545,Matthew Edward Fish,,50,3.5,2.2,0.5,50.0,0.0,11.9,0.6
4546,Derek Lamar Fisher,"
(D-Fish)
",1287,8.3,2.1,3.0,39.9,37.4,11.7,62.3
4547,Richard B. Fisher,,12,3.1,2.7,0.4,52.9,-,25.1,0.2
4548,Gerald Edwind Fitch,,18,4.7,1.7,1.8,33.7,26.9,10.2,0.1
4549,Malik Jahmal Fitts,,18,1.3,1.1,0.3,40.9,50.0,9.6,0.1
4550,Robert Fitzgerald,,78,3.1,-,0.6,19.4,62.9,-,-0.2
4551,Richard Fitzgerald,,61,4.5,-,0.7,23.7,68.3,-,-0.9
4552,Marcus Fizer,,289,9.6,4.6,1.2,43.5,19.1,13.4,2.7
4553,Jerome Martin Fleishman,,262,5.8,4.6,1.6,27.7,63.8,13.6,7.8
4554,Albert Fleming Jr.,,20,2.0,1.5,0.4,48.4,58.8,10.7,0.0
4555,Edward Rufus Fleming,,292,8.6,5.2,1.9,35.9,73.1,14.1,9.8
4556,Vern Fleming,,893,11.3,3.4,4.8,49.8,18.1,15.1,52.0
4557,Luis Alberto Flores,,16,2.2,0.2,0.7,48.3,50.0,10.1,0.0
4558,Bruce Douglas Flowers,,53,4.9,3.4,0.9,53.4,0.0,15.2,1.7
4559,Eric Augustus Floyd,,957,12.8,2.6,5.4,44.4,32.4,15.5,50.6
4560,Jonny William Flynn,,163,9.2,1.9,3.9,40.0,33.8,11.3,-1.1
4561,Malachi Flynn,,144,5.5,1.8,1.9,37.4,33.5,10.4,2.3
4562,Michael David Flynn,,211,6.2,2.1,2.2,41.9,25.3,12.1,2.8
4563,Larry Fogle,,2,1.0,1.5,0.0,20.0,-,-0.5,0.0
4564,John E. Foley,,11,4.8,1.5,0.5,39.2,86.7,15.6,0.1
4565,Isaac Henry Sedric Fontaine IV,,6,1.8,0.8,0.7,21.4,20.0,-0.9,-0.2
4566,Levi Fontaine,,35,3.8,0.4,0.6,36.6,75.7,12.1,-0.3
4567,Simone Fontecchio,,52,6.3,1.7,0.8,36.9,33.0,8.0,-0.1
4568,Jeffrey Bernard Foote,,4,1.0,1.5,0.0,33.3,-,-0.9,-0.1
4569,Bryn Jerrel Forbes,,431,8.8,1.7,1.2,43.6,41.0,11.0,11.6
4570,Gary Orlando Forbes,,111,5.8,2.0,0.9,43.4,34.0,12.4,1.7
4571,Aleem Ford,,5,2.8,3.0,0.4,30.0,13.3,0.5,-0.2
4572,Alphonso Gene Ford,,11,3.2,1.8,0.9,30.8,10.0,4.4,-0.4
4573,Alton Ford Jr.,,73,2.5,1.7,0.2,50.7,-,9.4,0.8
4574,Robert Alan Ford,,9,1.6,1.3,0.4,29.4,-,2.8,-0.1
4575,Christopher Joseph Ford,,794,9.2,3.0,3.4,46.0,37.5,12.2,35.6
4576,Donald J. Ford,,474,6.4,3.6,1.4,46.4,14.3,10.8,12.7
4577,Jake Ford Jr.,,31,4.1,0.6,1.1,46.2,76.4,15.4,0.7
4578,Phil Jackson Ford Jr.,,482,11.6,1.8,6.4,46.7,21.0,13.9,23.3
4579,Sharrod Victor Ford,,3,1.3,1.0,0.0,66.7,-,0.6,0.0
4580,Willard Sherell Ford,,28,3.2,0.9,0.2,37.5,16.0,16.4,0.4
4581,Terrance Jerod Ford,"
(The Little Engine, Rat)
",429,11.2,3.1,5.8,43.3,28.9,15.1,16.9
4582,Donald J. Forman,,44,4.1,-,1.7,29.4,64.2,-,0.8
4583,Bayard Forrest,,139,4.1,4.1,2.1,44.9,50.9,10.6,2.7
4584,Landon Trent Forrest,,113,3.0,1.6,1.7,46.5,18.2,10.0,1.9
4585,Joseph Xavier Forte,,25,1.2,0.7,0.7,23.4,0.0,3.2,-0.4
4586,Courtney Fortson,,10,3.5,1.5,1.0,34.4,23.1,9.9,0.0
4587,Daniel Anthony Fortson,"
(Big Daddy from Cincinnati)
",440,8.2,7.2,0.7,47.2,16.7,16.2,22.3
4588,Fred J. Foster,,524,7.8,2.4,1.1,41.4,72.7,10.7,2.9
4589,Gregory Clinton Foster,,656,3.9,2.6,0.5,44.0,22.5,8.9,5.6
4590,Jeffrey Douglas Foster,"
(Feisty)
",764,4.9,6.9,0.9,49.7,13.0,14.2,47.5
4591,James V. Foster,,89,3.7,1.3,2.1,37.3,7.1,5.3,-1.4
4592,Michael Foster Jr.,,1,0.0,0.0,0.0,-,-,0.0,0.0
4593,Roderick Allen Foster,,207,7.5,1.2,2.3,44.0,29.8,10.9,2.2
4594,Antonis Fotsis,,28,3.9,2.2,0.4,40.4,30.4,11.3,0.1
4595,Evan Mehdi Fournier,,672,14.0,2.7,2.5,44.3,37.9,13.6,30.6
4596,Laurence Michael Foust,,817,13.7,9.8,1.7,40.5,74.1,19.8,79.2
4597,Calvin Bernard Fowler,,78,4.4,2.2,1.6,45.5,41.2,9.1,2.1
4598,Jerry Alvin Fowler,,6,1.5,1.7,0.3,30.8,25.0,3.9,-0.1
4599,Tremaine Fowlkes,,103,2.9,2.2,0.5,40.9,20.0,10.1,2.1
4600,De'Aaron Martez Fox,"
(Swipa, The General, Quick)
",395,20.2,3.7,6.2,47.2,32.1,18.3,23.1
4601,Harold Fox,,10,3.1,0.8,1.0,37.5,87.5,10.0,0.0
4602,James L. Fox,,743,9.3,7.4,1.6,47.9,77.0,15.2,41.8
4603,Ulrich Alexander Fox,,930,9.6,3.8,2.8,45.0,34.9,13.6,44.7
4604,Randy Foye,,752,10.3,2.2,2.8,40.1,36.6,12.0,23.5
4605,Adonal David Foyle,,733,4.1,4.7,0.5,47.7,0.0,12.3,18.7
4606,Richard Anthony Frahm,,140,3.6,1.2,0.6,41.1,35.6,12.0,2.8
4607,Steve D'Shawn Francis,"
(Stevie Franchise, Wink, City)
",576,18.1,5.6,6.0,42.9,34.1,18.3,54.1
4608,Tellis Joseph Frank Jr.,,264,6.5,3.9,1.0,43.9,0.0,10.3,4.0
4609,Nathan Frankel,,6,2.7,-,0.5,14.8,66.7,-,-0.2
4610,William Thomas Franklin,,107,6.1,3.7,0.6,41.5,25.0,11.3,0.2
4611,Jamaal Franklin,"
(The Grindson)
",24,1.8,1.0,0.4,41.5,46.2,4.7,0.0
4612,Robert Christopher Franks Jr.,"
(RoBo)
",7,6.1,2.0,0.7,46.4,33.3,16.5,0.3
4613,Ronald Stephen Franz,,403,11.7,5.3,1.7,44.7,27.9,14.2,18.1
4614,Melvin Jamon Frazier Jr.,,32,2.7,0.9,0.2,34.0,20.9,4.2,-0.4
4615,Michael Frazier,,13,2.1,0.8,0.2,24.1,17.4,-0.9,-0.2
4616,Tim Frazier,,289,4.9,2.3,4.0,40.0,32.3,11.3,6.3
4617,Walter Frazier Jr.,"
(Clyde, Mr. Cool)
",825,18.9,5.9,6.1,49.0,0.0,19.1,113.5
4618,Wilbert B. Frazier,,153,9.8,7.1,1.1,41.5,50.0,14.8,4.6
4619,Anthony Frederick,,147,4.9,1.9,0.9,43.9,27.3,12.3,0.7
4620,James Taft Fredette,,241,6.0,1.0,1.4,40.9,37.2,12.5,2.2
4621,Lloyd Bernard Free,"
(Prince of Mid-Air, All-World, Brownsville Bomber)
",886,20.3,2.7,3.7,45.6,33.7,18.8,67.7
4622,Joel Freeland,,151,3.2,3.4,0.4,45.9,0.0,11.1,3.2
4623,Donald E. Freeman,,648,18.9,3.5,3.5,45.6,15.1,18.2,58.0
4624,Gary C. Freeman,,52,3.2,2.0,0.7,51.5,72.5,15.0,1.2
4625,Rodney Lee Freeman,,35,3.0,1.5,0.4,37.9,68.3,10.9,0.0
4626,Matt Freije,,42,3.2,2.0,0.6,29.3,22.4,4.6,-0.6
4627,Frido Frey,,23,3.8,-,0.6,28.9,57.1,-,1.2
4628,Lawrence Friend,,44,4.0,2.4,1.1,32.7,65.9,7.7,-0.4
4629,Patrick Edward Frink,,48,2.6,0.9,1.1,34.0,79.3,7.9,-0.5
4630,James Alfred Fritsche,,84,3.9,3.0,0.9,30.9,73.8,7.8,-1.6
4631,Channing Thomas Frye,"
(Buffet of Goodness)
",890,8.7,4.5,1.0,44.0,38.8,13.3,38.9
4632,Bernie W. Fryer,,120,6.3,1.9,3.0,44.7,0.0,11.9,2.0
4633,Frank A. Fucarino,,28,5.0,-,0.3,26.8,56.7,-,0.4
4634,Herman Joseph Fuetsch,,42,2.6,-,0.4,30.0,62.5,-,0.9
4635,Joseph Franklin Fulks,"
(Jumpin' Joe, The Kuttawa Clipper)
",489,16.4,5.3,1.2,30.2,76.6,10.9,29.2
4636,Carl Edmond Fuller,,76,5.7,4.7,0.8,45.6,0.0,10.1,1.3
4637,Hiram Fuller,,4,2.0,2.8,0.5,37.5,-,3.6,-0.1
4638,Todd Douglas Fuller,,225,3.7,3.0,0.2,42.2,0.0,10.3,2.2
4639,Anthony Ike Fuller,,15,4.0,2.8,1.9,36.4,0.0,6.9,-0.1
4640,Markelle N'Gai Fultz,,191,11.8,3.5,5.0,47.2,27.8,14.8,7.2
4641,Lawrence Funderburke,,318,6.4,3.6,0.6,50.6,11.8,16.4,12.9
4642,Terry L. Furlow,,239,10.7,2.1,2.4,45.9,29.3,16.2,7.3
4643,William A. Gabor,,307,9.8,1.8,2.0,34.4,73.7,12.9,11.2
4644,Wenyen Gabriel,,145,4.5,3.4,0.5,53.1,31.9,12.8,4.0
4645,Daniel Gadzuric,,527,4.7,4.4,0.4,50.0,0.0,14.4,15.8
4646,Daniel Gafford,,247,8.0,4.8,0.8,70.6,0.0,20.3,17.4
4647,Deng Gai,,2,0.0,0.0,0.0,-,-,0.0,0.0
4648,Elmer R. Gainer,,20,1.5,-,0.5,22.7,64.3,-,-0.3
4649,William Roosevelt Gaines,,1,2.0,1.0,0.0,50.0,-,7.6,0.0
4650,Corey Yasuto Gaines,,80,3.1,0.9,3.1,42.4,22.9,10.8,1.1
4651,Clifton Reece Gaines,,71,1.7,0.7,0.7,32.4,26.9,5.3,-0.6
4652,David Gaines,,3,3.3,3.3,0.0,25.0,100.0,4.8,-0.1
4653,Sundiata Kofi Gaines,,113,4.5,1.5,1.8,39.7,30.1,14.5,1.4
4654,Michael Eugene Gale,,842,7.4,2.9,3.7,46.4,18.7,12.4,34.6
4655,Chad Austin Gallagher,,2,3.0,0.0,0.0,100.0,-,66.8,0.1
4656,Harry Junior Gallatin,,682,13.0,11.9,1.8,39.8,77.3,21.6,78.4
4657,Eugene Henry Gallette,,14,0.6,-,0.1,9.1,66.7,-,0.2
4658,Danilo Gallinari,,728,15.6,4.8,1.9,42.8,38.2,16.9,64.1
4659,Langston Galloway,,452,8.1,2.4,1.6,39.7,36.8,11.4,14.4
4660,David P. Gambee,,750,10.6,5.2,1.0,42.0,82.2,15.2,35.9
4661,Kevin Douglas Gamble,,649,9.5,2.2,2.0,50.2,36.0,14.2,33.3
4662,Robert M. Gantt Jr.,,23,3.1,-,0.2,32.6,46.4,-,1.3
4663,Jorge Garbajosa,,74,8.0,4.7,1.7,41.5,34.4,12.0,3.0
4664,Rubén Santiago Garcés Jr.,,13,1.2,2.2,0.4,31.8,-,9.7,0.0
4665,Alex Ribeiro Garcia,,10,4.7,1.5,1.8,32.2,27.8,7.4,-0.1
4666,Francisco Alberto García,"
(El Flaco)
",549,7.9,2.6,1.4,42.7,35.7,12.3,18.2
4667,Charles Rutland Gardner,,42,4.7,3.2,0.3,40.6,0.0,10.4,1.0
4668,Earl Baker Gardner,,50,1.8,-,0.4,37.6,46.4,-,0.7
4669,Kenneth Kay Gardner,,9,1.6,1.4,0.3,33.3,-,10.1,0.1
4670,Thomas Earl Gardner,,20,2.3,0.6,0.2,30.5,20.0,2.4,-0.4
4671,Vernon B. Gardner,,151,8.9,4.0,1.6,34.4,74.8,11.2,7.4
4672,Jack Garfinkel,,92,5.2,-,1.5,27.5,70.5,-,0.9
4673,Patricio Garino,,5,0.0,1.4,0.0,0.0,0.0,-9.2,-0.2
4674,Darius Kinnard Garland,,250,18.5,2.6,6.7,44.9,38.7,15.7,13.8
4675,Gary J. Garland,,78,4.3,1.8,1.9,43.5,31.6,10.2,0.5
4676,Winston Kinnard Garland,,511,9.4,2.8,4.7,43.0,28.1,12.5,14.2
4677,Richard Eugene Garmaker,,421,13.3,4.2,2.6,40.3,78.7,14.2,25.6
4678,William Garner,,53,1.5,2.2,0.5,27.2,0.0,-1.2,-0.7
4679,Christopher Garner,,46,1.6,0.8,1.4,28.0,19.0,4.1,-0.8
4680,Bill Garnett,,300,5.5,4.3,1.3,49.0,0.0,12.3,10.8
4681,Kevin Maurice Garnett,"
(KG, The Big Ticket, The Kid)
",1462,17.8,10.0,3.7,49.7,27.5,22.7,191.4
4682,Marlon Errol Garnett,,24,2.1,0.9,0.8,29.4,26.1,6.5,0.0
4683,Billy Garrett Jr.,,4,6.5,0.8,1.8,40.7,0.0,9.8,0.0
4684,Calvin Eugene Garrett,,166,5.2,2.6,1.5,45.7,30.0,8.9,2.6
4685,Dean Heath Garrett,,359,4.8,5.0,0.6,48.0,-,13.3,14.1
4686,Diante Maurice Garrett,,90,3.2,1.2,1.7,37.3,35.1,7.3,-1.0
4687,Eldo Garrett,,339,10.3,3.0,2.5,42.3,86.3,10.8,6.0
4688,Marcus Garrett,,12,1.1,1.9,0.6,23.8,25.0,4.7,0.1
4689,Rowland G. Garrett,,263,5.1,2.3,0.4,44.1,77.2,13.4,5.4
4690,Thomas S. Garrick,,251,5.4,2.0,3.4,46.9,8.3,11.6,5.9
4691,John Brasker Garris,,33,4.0,2.3,0.3,51.0,-,18.5,0.9
4692,Kiwane Garris,,31,2.3,0.6,1.0,32.0,33.3,7.5,-0.2
4693,Patrick Joseph Garrity,,552,7.3,2.6,0.8,41.7,39.8,10.7,18.7
4694,Destiny Usman Garuba,,99,2.8,3.9,0.8,47.5,36.7,12.9,2.4
4695,James D. Garvin,,6,0.3,0.8,0.0,25.0,-,3.9,0.0
4696,Luka H. Garza,,60,6.1,2.7,0.6,49.0,34.1,18.4,1.8
4697,Marc Gasol,,891,14.0,7.4,3.4,48.1,36.0,18.0,85.3
4698,Pau Gasol,,1226,17.0,9.2,3.2,50.7,36.8,21.4,144.1
4699,Ben Frank Gates,,64,4.5,-,1.4,28.1,62.2,-,1.3
4700,Chris Raymond Gatling,,700,10.3,5.3,0.7,51.3,24.9,17.6,32.1
4701,Kenneth Clay Gattison,,494,7.9,4.7,0.9,52.0,8.3,13.0,16.9
4702,Rudy Carlton Gay Jr.,"
(The Great Rudini, Big Truck, Truck)
",1120,15.8,5.6,2.0,45.2,34.6,16.3,61.0
4703,Edward C. Gayda,,15,3.7,2.6,0.9,41.3,75.0,-,0.6
4704,Andrew Barry Casson Gaze,,26,1.7,0.5,0.4,38.1,37.5,9.6,0.1
4705,Michael Patrick Gbinije,,9,0.4,0.3,0.2,10.0,0.0,-2.1,-0.1
4706,Reginald Elliot Geary,,101,2.1,0.8,1.1,34.4,32.8,7.3,0.6
4707,Alonzo Edward Gee,,417,6.6,3.3,1.1,43.4,32.5,10.7,9.7
4708,Matthew Allen Geiger,,552,9.2,5.7,0.7,49.9,23.2,15.2,28.4
4709,Mickaël Gelabale,,145,4.6,2.3,0.8,47.0,31.6,10.5,3.0
4710,Devean George,,630,5.6,3.1,0.9,39.2,34.3,10.6,18.2
4711,John Edwin George Jr.,,506,10.2,4.2,4.3,36.4,70.4,12.3,17.7
4712,Paul Clifton Anthony George,"
(PG-13, Young Trece, Batman, Playoff P)
",793,20.6,6.4,3.7,43.7,38.1,19.4,81.2
4713,Tate Claude George,,177,4.2,1.0,1.8,41.4,7.1,10.7,1.3
4714,Marcus Anthony Georges-Hunt,,47,1.6,0.5,0.2,41.8,29.4,7.5,0.3
4715,Daniel James Gerard,,446,8.4,4.1,1.3,43.8,27.3,13.8,11.1
4716,Derrick Eugene Gervin,,77,8.8,2.3,0.5,43.5,22.6,16.3,2.1
4717,George Gervin,,1060,25.1,5.3,2.6,50.4,27.1,21.4,116.3
4718,Charles Gorham Getchell,,16,0.3,-,0.0,0.0,100.0,-,-0.1
4719,John Arec Gianelli,"
(G-Man)
",541,7.8,5.9,1.5,47.0,-,11.7,23.0
4720,Dick Gibbs,,333,5.2,1.9,0.8,40.2,79.9,9.8,2.6
4721,Daniel Hiram Gibson,"
(Boobie)
",397,7.8,2.0,2.0,40.2,40.7,10.8,16.0
4722,Robert Dee Gibson Jr.,,44,6.4,-,2.9,31.4,71.8,-,2.7
4723,Ward B. Gibson Jr.,,32,5.5,-,1.2,34.4,65.6,-,0.0
4724,Jonathan Mychal Gibson,,21,6.7,1.2,1.4,41.5,36.8,11.8,0.0
4725,Melvin L. Gibson,,9,1.4,0.4,0.7,30.0,50.0,2.5,-0.1
4726,Michael Jerome Gibson,,64,1.6,1.7,0.2,38.7,-,8.6,0.3
4727,Taj Jami Gibson,"
(Hard Hat, Lunch Pail)
",945,8.7,5.9,1.0,51.8,26.7,15.3,59.7
4728,Justin Ray Giddens,,38,1.9,1.4,0.3,47.6,0.0,9.7,0.1
4729,Joshua Giddey,,130,14.9,7.8,6.3,45.9,29.5,15.5,4.3
4730,Trey Gilder,,2,1.0,0.5,0.0,100.0,-,30.9,0.0
4731,Harry Lee Giles III,,142,5.9,3.8,1.2,51.1,25.8,14.8,3.0
4732,Shaivonte Aician Gilgeous-Alexander,,311,21.1,4.6,4.5,48.4,34.7,20.1,29.0
4733,Anthony Remeral Gill,,129,3.5,1.8,0.6,54.2,31.6,12.8,3.2
4734,Edward Gill III,"
(The Thrill)
",187,3.1,1.1,1.2,36.1,32.0,9.9,1.9
4735,Kendall Cedric Gill,"
(KG)
",966,13.4,4.1,3.0,43.4,30.0,14.7,47.8
4736,Benjamin Gillery,,24,1.0,1.0,0.1,31.6,-,5.0,0.0
4737,Frederick Gillespie,,29,4.6,4.6,0.5,50.0,0.0,12.5,1.1
4738,Jack A. Gillespie,,2,1.0,3.5,0.0,0.0,-,0.8,-0.1
4739,Armen Louis Gilliam,,929,13.7,6.9,1.2,48.9,0.0,16.4,58.1
4740,Herman L. Gilliam Jr.,,578,10.8,3.8,3.8,44.1,79.2,13.8,20.8
4741,Artis Gilmore,"
(The A-Train, Late Sleeper, Rigor Artis)
",1329,18.8,12.3,2.3,58.2,15.0,21.4,189.7
4742,Walt Gilmore,,27,2.1,2.7,0.4,42.6,46.2,6.4,0.2
4743,Charles Edward Gilmur Jr.,,239,5.8,4.7,1.5,32.5,60.9,-,15.1
4744,Jacob Gilyard,,1,3.0,4.0,7.0,33.3,33.3,7.3,0.1
4745,Emanuel David Ginóbili,,1057,13.3,3.5,3.8,44.7,36.9,20.2,106.4
4746,Gordan Giriček,,384,9.6,2.5,1.5,44.2,36.8,11.8,8.0
4747,Jack Givens,,156,6.7,2.9,0.9,40.1,0.0,12.3,4.3
4748,Mickell Jawaun Gladness,,26,2.2,2.2,0.2,42.4,-,9.5,0.2
4749,George Gregory Glamack,,11,9.3,-,1.7,24.8,76.4,-,0.2
4750,Gerald Damon Glass,,201,7.7,2.5,1.5,43.3,23.6,13.3,1.8
4751,Mike Theodore Glenn,,593,7.6,1.2,1.6,54.2,28.6,15.1,25.3
4752,Norman Stanley Glick,,1,2.0,-,0.0,100.0,-,-,0.1
4753,Georgi Glouchkov,,49,4.9,3.3,0.7,40.2,100.0,5.7,-0.5
4754,Clarence Glover,,25,2.6,1.8,0.2,45.5,46.9,14.0,0.3
4755,Micaiah Diondae Glover,,294,8.2,3.1,1.5,41.1,31.7,12.8,5.8
4756,Andreas Glyniadakis,,13,1.3,0.6,0.1,47.1,-,-3.3,-0.2
4757,Michael Thomas Gminski,"
(G-Man)
",938,11.7,6.9,1.3,46.5,12.2,16.3,55.9
4758,Rudy Gobert,,681,12.5,11.6,1.3,65.4,0.0,21.8,94.4
4759,Daniel Joseph Godfread,,11,1.2,0.2,0.0,41.7,0.0,18.5,0.1
4760,Thomas Joseph Gola,,698,11.3,8.0,4.2,43.1,76.0,14.2,53.2
4761,Benjamin Paul Goldfaden,,2,1.0,-,0.0,0.0,50.0,-,0.0
4762,Anthony Goldwire,,266,6.3,1.3,2.8,40.7,38.6,12.7,6.4
4763,Ryan Anthony Gomes,,487,10.1,4.6,1.5,44.5,34.9,12.5,19.4
4764,Glen Michael Gondrezick,,435,5.8,4.5,1.4,47.3,14.3,13.7,15.9
4765,Grant Gondrezick,,91,5.0,1.6,1.3,43.8,25.0,11.1,0.8
4766,Andrew Melvin Gooden,"
(Big Drizzle, The Truth, Recede Wallace, Gooden Plenty)
",790,11.0,7.1,1.1,46.2,25.7,16.3,43.9
4767,Gail Charles Goodrich Jr.,"
(Stumpy, The Stump)
",1031,18.6,3.2,4.7,45.6,80.7,16.7,76.3
4768,Steven Withington Goodrich,,21,1.1,1.2,0.5,32.1,33.3,2.7,-0.2
4769,Archie Lee Goodwin,,165,6.3,2.0,1.2,42.9,23.6,11.6,1.1
4770,Brandon Goodwin,,133,4.7,1.6,1.9,39.0,31.5,10.6,1.0
4771,Jordan Goodwin,,64,6.4,3.2,2.6,44.4,31.9,14.6,2.2
4772,Wilfred Russell Goodwin,,79,4.4,-,0.3,26.6,77.5,-,0.4
4773,Aaron Addison Gordon,"
(Air Gordon)
",596,13.4,6.3,2.5,47.2,32.5,15.7,35.6
4774,Benjamin Ashenafi Gordon,,744,14.9,2.5,2.5,43.2,40.1,14.9,33.3
4775,Drew Edward Gordon,,9,1.9,2.0,0.2,42.1,0.0,3.7,-0.1
4776,Eric Gordon Jr.,"
(The Hobbit, E-Money, EG, EJ, Splash Gordon, 3G, Air Gordon)
",818,16.0,2.4,2.8,42.9,37.1,14.0,38.6
4777,Lancaster Gordon,,201,5.6,1.3,1.5,39.1,27.1,9.4,-2.7
4778,Paul Curtis Gordon Jr.,,4,0.8,-,0.8,0.0,60.0,-,-0.1
4779,Marcin Gortat,,806,9.9,7.9,1.1,55.1,15.0,17.1,61.3
4780,Leo Gottlieb,,84,5.5,-,0.4,28.8,64.5,-,1.8
4781,Andrew Darius Goudelock,,49,4.0,0.7,0.5,39.3,34.5,8.6,0.0
4782,Gerald Govan,,681,7.7,10.5,3.2,40.5,20.8,10.2,27.0
4783,Bato Zdravko Govedarica,,23,3.3,0.8,1.0,31.6,67.6,7.2,0.2
4784,Joseph W. Graboski,,845,11.0,8.1,1.8,35.2,70.0,13.8,25.3
4785,Ricky Ray Grace,,3,1.3,0.3,0.3,66.7,-,10.8,0.0
4786,Calvin J. Graham,,8,1.6,1.3,0.0,28.6,-,2.2,0.0
4787,Devonte' Terrell Graham,,313,11.6,2.3,4.5,37.2,35.6,13.5,12.6
4788,Gregory Lawrence Graham,,207,4.5,1.1,1.0,40.7,29.0,10.6,1.3
4789,Joey Joseph Graham,,377,5.9,2.8,0.5,48.3,30.0,11.0,7.8
4790,Robert Malcolm Graham,,70,4.7,1.7,1.1,39.8,65.7,8.3,0.8
4791,Orlando Graham,,7,1.1,1.6,0.0,30.0,-,6.7,0.0
4792,Paul Graham,,179,8.4,2.4,2.0,44.8,33.9,13.7,5.7
4793,Stephen Graham,,239,4.0,1.8,0.5,44.6,30.8,8.2,1.7
4794,Treveon Graham,,180,4.2,2.2,0.8,38.3,33.3,7.6,2.8
4795,James Thomas Grandholm,,26,3.0,1.9,0.3,51.7,52.9,16.5,0.4
4796,Ron Calvin Grandison,,105,2.4,1.6,0.6,40.4,16.7,9.8,1.2
4797,Danny Granger Jr.,"
(Batman, The Gift)
",586,16.8,4.9,1.9,43.4,38.0,16.9,48.5
4798,Stewart Francis Granger,,80,4.0,1.0,2.2,41.4,23.5,8.4,-0.1
4799,Brian Wade Grant,"
(B.G., The General)
",756,10.5,7.4,1.2,49.0,21.4,14.9,54.5
4800,Harry Peter Grant Jr.,,96,2.6,1.9,0.9,31.8,59.0,-,1.1
4801,Gary Grant,,552,7.9,2.3,5.5,45.0,27.8,13.4,12.0
4802,Gregory Alan Grant,,274,2.8,0.9,2.7,38.3,28.1,9.9,1.6
4803,Harvey Grant,"
(The General, G-Man)
",783,9.9,4.4,1.6,46.9,26.7,12.7,36.4
4804,Horace Junior Grant,"
(The General, The Enforcer)
",1165,11.2,8.1,2.2,50.9,6.3,16.0,118.2
4805,Houston Jerami Grant,,618,12.3,4.0,1.5,45.6,35.8,14.0,32.2
4806,Holdyn Jerian Grant,,279,6.1,1.9,2.9,41.1,32.3,12.5,8.3
4807,Joshua David Grant,,53,3.0,1.7,0.5,40.4,27.9,11.7,0.5
4808,Paul Edward Grant,,16,1.8,1.1,0.2,44.8,-,4.0,-0.1
4809,Travis Grant,,201,13.8,4.1,1.0,52.4,33.3,18.7,11.6
4810,Donte Grantham,,3,0.0,0.0,0.0,0.0,0.0,-38.1,0.0
4811,Donald Grate,,2,2.0,-,1.5,16.7,100.0,-,0.0
4812,Earl Gilbert Graves Jr.,,4,1.3,0.5,0.3,33.3,0.0,-0.8,-0.1
4813,Hassani Gravett,,8,6.3,2.6,2.5,47.4,42.3,10.1,0.3
4814,Aaron Michael Gray,,318,3.4,3.7,0.7,50.9,0.0,11.5,6.2
4815,Devin Antoine Gray,,27,2.5,1.4,0.3,36.5,-,11.3,0.1
4816,Edward Gray Jr.,,60,6.2,1.2,0.8,33.9,34.1,9.6,0.1
4817,Evric Gray,,5,2.6,0.6,0.4,26.7,25.0,2.8,-0.1
4818,Gary Michael Gray,,44,2.4,0.5,0.6,36.6,70.0,5.4,-0.5
4819,Joshia Gray,,7,4.9,1.7,2.0,27.9,23.1,4.7,-0.3
4820,Leonard Earl Gray,,224,10.8,5.2,2.2,46.9,73.9,12.7,9.9
4821,RaiQuan Gray,,1,16.0,9.0,7.0,50.0,40.0,15.5,0.1
4822,Stuart Allan Gray,,386,2.3,2.6,0.4,44.6,0.0,8.6,3.3
4823,Sylvester Gray,,55,8.0,5.2,2.1,42.0,25.0,11.2,0.7
4824,Wyndol Woodrow Gray,,67,5.4,-,0.7,28.3,57.0,-,2.0
4825,Jeffrey Grayer,,438,7.4,3.0,1.4,45.7,25.5,12.0,9.0
4826,Robert Alexander Greacen,,47,2.4,1.4,0.9,37.4,-,7.9,-0.1
4827,A.C. Green Jr.,"
(Iron Man)
",1278,9.6,7.4,1.1,49.4,25.4,14.4,99.5
